song,artist,id
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,1581
Leave Me Alone,NF,1582
The Search,NF,1583
MEGATRON,Nicki Minaj,1584
All Day Long,Chance The Rapper Featuring John Legend,1585
Do You Remember,Chance The Rapper Featuring Death Cab For Cutie,1586
Calma,Pedro Capo X Farruko,1587
Cool,Jonas Brothers,1588
Nightmare,Halsey,1589
Rumor,Lee Brice,1590
Act Up,City Girls,1591
GIRL,Maren Morris,1592
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,1593
Middle Child,J. Cole,1594
Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",1595
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",1596
Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",1597
Pure Water,Mustard & Migos,1598
Remember The Name,Ed Sheeran Featuring Eminem & 50 Cent,1599
Walk Me Home,P!nk,1600
Look What God Gave Her,Thomas Rhett,1601
BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,1602
Like A Rodeo,Kane Brown,1603
Spirit,Beyonce,1604
Best Part Of Me,Ed Sheeran Featuring YEBBA,1605
Wake Up,Travis Scott,1606
Eastside,"benny blanco, Halsey & Khalid",1607
Look Back At It,A Boogie Wit da Hoodie,1608
Down Bad,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",1609
Good As You,Kane Brown,1610
Costa Rica,"Dreamville Featuring Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God",1611
Out The Mud,Lil Baby Featuring Future,1612
Girls Need Love,Summer Walker X Drake,1613
Mother's Daughter,Miley Cyrus,1614
Ocean Eyes,Billie Eilish,1615
Don't Check On Me,Chris Brown Featuring Justin Bieber & Ink,1616
Homicide,Logic Featuring Eminem,1617
Please Me,Cardi B & Bruno Mars,1618
When I Grow Up,NF,1619
Eyes On You,Chase Rice,1620
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",1621
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,1622
Here With Me,Marshmello Featuring CHVRCHES,1623
Love Someone,Brett Eldredge,1624
Big Ole Freak,Megan Thee Stallion,1625
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",1626
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,1627
Omerta,Drake,1628
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,1629
When The Party's Over,Billie Eilish,1630
Envy Me,Calboy,1631
Miss Me More,Kelsea Ballerini,1632
Sanctuary,Joji,1633
Rescue Me,Marshmello Featuring A Day To Remember,1634
Te Robare,Nicky Jam X Ozuna,1635
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,1636
Beautiful Crazy,Luke Combs,1637
Close Friends,Lil Baby,1638
Bury A Friend,Billie Eilish,1639
Put A Date On It,Yo Gotti Featuring Lil Baby,1640
Heaven,Avicii,1641
Please Tell Me,Future,1642
On My Way To You,Cody Johnson,1643
Amor Genuino,Ozuna,1644
XanaX Damage,Future,1645
Government Official,Future,1646
Murder On My Mind,YNW Melly,1647
Isis,Joyner Lucas Featuring Logic,1648
Boy With Luv,BTS Featuring Halsey,1649
Shut Up About Politics,John Rich Featuring The Five,1650
Under Enemy Arms,Trippie Redd,1651
Night Shift,Jon Pardi,1652
A Lot,21 Savage,1653
Thotiana,Blueface,1654
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,1655
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,1656
Don't Call Me Up,Mabel,1657
Earth,Lil Dicky,1658
HP,Maluma,1659
Mixed Personalities,YNW Melly Featuring Kanye West,1660
Paradise,Bazzi,1661
Girls Like You,Maroon 5 Featuring Cardi B,1662
I Think,"Tyler, The Creator",1663
Celebrate,DJ Khaled Featuring Travis Scott & Post Malone,1664
Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",1665
Running Out Of Time,"Tyler, The Creator",1666
Igor's Theme,"Tyler, The Creator",1667
New Magic Wand,"Tyler, The Creator",1668
A Boy Is A Gun,"Tyler, The Creator",1669
What's Good,"Tyler, The Creator",1670
Puppet,"Tyler, The Creator",1671
Weather The Storm,DJ Khaled Featuring Meek Mill & Lil Baby,1672
Here Tonight,Brett Young,1673
Be Alright,Dean Lewis,1674
Drip Too Hard,Lil Baby & Gunna,1675
"Thank U, Next",Ariana Grande,1676
Baby Shark,Pinkfong,1677
Make It Sweet,Old Dominion,1678
Shot Clock,Ella Mai,1679
I'm So Tired...,Lauv & Troye Sivan,1680
You Should See Me In A Crown,Billie Eilish,1681
SOS,Avicii Featuring Aloe Blacc,1682
Wish You Were Gay,Billie Eilish,1683
That's A Rack,Lil Uzi Vert,1684
Rule The World,2 Chainz Featuring Ariana Grande,1685
Die Young,Roddy Ricch,1686
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,1687
You Say,Lauren Daigle,1688
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,1689
Power Is Power,"SZA, The Weeknd & Travis Scott",1690
Middle Child,PnB Rock & XXXTENTACION,1691
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,1692
Secreto,Anuel AA & Karol G,1693
Faucet Failure,Ski Mask The Slump God,1694
Youngblood,5 Seconds Of Summer,1695
Floating,ScHoolboy Q Featuring 21 Savage,1696
CHopstix,ScHoolboy Q + Travis Scott,1697
Light It Up,"Marshmello, Tyga & Chris Brown",1698
Numb Numb Juice,ScHoolboy Q,1699
Love Me Anyway,P!nk Featuring Chris Stapleton,1700
Stop Snitching,YG,1701
Kill This Love,BLACKPINK,1702
Better Now,Post Malone,1703
Bad Liar,Imagine Dragons,1704
Slide,French Montana Featuring Blueface & Lil Tjay,1705
Saturday Nights,Khalid & Kane Brown,1706
Pure Cocaine,Lil Baby,1707
This Is It,Scotty McCreery,1708
My Strange Addiction,Billie Eilish,1709
Let Me Down Slowly,Alec Benjamin + Alessia Cara,1710
Xanny,Billie Eilish,1711
One That Got Away,Michael Ray,1712
MIA,Bad Bunny Featuring Drake,1713
Tequila,Dan + Shay,1714
Money,Cardi B,1715
Blue On Black,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",1716
Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,1717
Undrunk,FLETCHER,1718
Last Time That I Checc'd,Nipsey Hussle Featuring YG,1719
There Was This Girl,Riley Green,1720
My Bad,Khalid,1721
Outta My Head,Khalid With John Mayer,1722
Monopoly,Ariana Grande & Victoria Monet,1723
Don't Pretend,Khalid x SAFE,1724
Bad Luck,Khalid,1725
Inmortal,Aventura,1726
Dedication,Nipsey Hussle Featuring Kendrick Lamar,1727
Victory Lap,Nipsey Hussle Featuring Stacy Barthe,1728
ZEZE,Kodak Black Featuring Travis Scott & Offset,1729
I Love You,Billie Eilish,1730
Ilomilo,Billie Eilish,1731
Listen Before I Go,Billie Eilish,1732
8,Billie Eilish,1733
Twerk,City Girls Featuring Cardi B,1734
Lovely,Billie Eilish & Khalid,1735
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",1736
Millionaire,Chris Stapleton,1737
Girl Like You,Jason Aldean,1738
I Like It,"Cardi B, Bad Bunny & J Balvin",1739
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",1740
Down To The Honkytonk,Jake Owen,1741
Price On My Head,NAV Featuring The Weeknd,1742
Confessions Of A Dangerous Mind,Logic,1743
Take It From Me,Jordan Davis,1744
Splashin,Rich The Kid,1745
I,Lil Skies,1746
Hear Me Calling,Juice WRLD,1747
Undecided,Chris Brown,1748
Calling My Spirit,Kodak Black,1749
Last Hurrah,Bebe Rexha,1750
Love Wins,Carrie Underwood,1751
Sally Walker,Iggy Azalea,1752
Ella Quiere Beber,Anuel AA & Romeo Santos,1753
Fast,Juice WRLD,1754
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,1755
Maze,Juice WRLD,1756
What Makes You Country,Luke Bryan,1757
Flaws And Sins,Juice WRLD,1758
Nights Like This,Kehlani Featuring Ty Dolla $ign,1759
Always Remember Us This Way,Lady Gaga,1760
Leave Me Alone,Flipp Dinero,1761
Mo Bamba,Sheck Wes,1762
Burn Out,Midland,1763
Red Room,Offset,1764
Whip,2 Chainz Featuring Travis Scott,1765
Armed And Dangerous,Juice WRLD,1766
Needy,Ariana Grande,1767
Love Someone,Lukas Graham,1768
Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar,1769
Backin' It Up,Pardison Fontaine Featuring Cardi B,1770
Legacy,Offset Featuring Travis Scott & 21 Savage,1771
I'll Never Love Again,Lady Gaga,1772
How Did I Get Here,Offset Featuring  J. Cole,1773
NASA,Ariana Grande,1774
Outstanding,Gunna,1775
Be Like Me,Lil Pump Featuring Lil Wayne,1776
3 Headed Snake,Gunna Featuring Young Thug,1777
Wit It,Gunna,1778
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,1779
One Call,Gunna,1780
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,1781
Imagine,Ariana Grande,1782
Lick,Offset,1783
Bad Idea,Ariana Grande,1784
Speed It Up,Gunna,1785
Bloodline,Ariana Grande,1786
I Guess I Just Feel Like,John Mayer,1787
Same Yung N***a,Gunna Featuring Playboi Carti,1788
Fake Smile,Ariana Grande,1789
Lost In The Fire,Gesaffelstein & The Weeknd,1790
Ghostin,Ariana Grande,1791
Sixteen,Thomas Rhett,1792
In My Head,Ariana Grande,1793
Body,Loud Luxury Featuring Brando,1794
365,Zedd & Katy Perry,1795
Yosemite,Travis Scott,1796
Make Up,Ariana Grande,1797
Good Girl,Dustin Lynch,1798
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,1799
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,1800
Uproar,Lil Wayne,1801
Burning Man,Dierks Bentley Featuring Brothers Osborne,1802
You,Jacquees,1803
Ruin My Life,Zara Larsson,1804
Talk To Me,Tory Lanez & Rich The Kid,1805
Rainbow,Kacey Musgraves,1806
Alone,Marshmello,1807
Breathin,Ariana Grande,1808
Trip,Ella Mai,1809
Love Lies,Khalid & Normani,1810
Beautiful,Bazzi Featuring Camila Cabello,1811
First Off,Future Featuring Travis Scott,1812
Roses,benny blanco & Juice WRLD Featuring Brendon Urie,1813
Keanu Reeves,Logic,1814
No Stylist,French Montana Featuring Drake,1815
Crushed Up,Future,1816
Best Shot,Jimmie Allen,1817
Sauce!,XXXTENTACION,1818
BAD!,XXXTENTACION,1819
Blue Tacoma,Russell Dickerson,1820
Natural,Imagine Dragons,1821
Jumpin On A Jet,Future,1822
Never Stop,Future,1823
Consequences,Camila Cabello,1824
Temptation,Future,1825
Rocket Ship,Future,1826
F&N,Future,1827
Electricity,Silk City x Dua Lipa,1828
Face My Fears,Hikaru Utada & Skrillex,1829
Call The Coroner,Future,1830
She Got The Best Of Me ,Luke Combs,1831
Fine China,Future & Juice WRLD,1832
Nuketown,Ski Mask The Slump God Featuring Juice WRLD,1833
Space Cadet,Metro Boomin Featuring Gunna,1834
Butterfly Doors,Lil Pump,1835
Valuable Pain,YoungBoy Never Broke Again,1836
Can't Leave Without It,21 Savage,1837
Good Form,Nicki Minaj Featuring Lil Wayne,1838
idontwannabeyouanymore,Billie Eilish,1839
Last Shot,Kip Moore,1840
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,1841
Lost In Japan,Shawn Mendes X Zedd,1842
Monster,21 Savage,1843
Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,1844
KIKA,6ix9ine Featuring Tory Lanez,1845
Dip,Tyga & Nicki Minaj,1846
Lucky You,Eminem Featuring Joyner Lucas,1847
Drunk Me,Mitchell Tenpenny,1848
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,1849
Solo de Mi,Bad Bunny,1850
whoa (mind in awe),XXXTENTACION,1851
All My Friends,21 Savage,1852
Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,1853
Cozy Little Christmas,Katy Perry,1854
The Christmas Song,Lauren Daigle,1855
Break Da Law,21 Savage,1856
1.5,21 Savage,1857
Out For The Night,21 Savage,1858
Gun Smoke,21 Savage,1859
ASMR,21 Savage,1860
MoshPit,Kodak Black Featuring Juice WRLD,1861
Testimony,Kodak Black,1862
Gnarly,Kodak Black Featuring Lil Pump,1863
Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,1864
MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,1865
Broken,lovelytheband,1866
Taste,Tyga Featuring Offset,1867
Guardian Angel,XXXTENTACION,1868
God Is A Woman,Ariana Grande,1869
I Don't Let Go,XXXTENTACION,1870
What's Free,Meek Mill Featuring Rick Ross & JAY-Z,1871
One Minute,XXXTENTACION Featuring Kanye West & Travis Barker,1872
Train Food,XXXTENTACION,1873
What Are You So Afraid Of,XXXTENTACION,1874
Staring At The Sky,XXXTENTACION,1875
Lie,NF,1876
WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,1877
On Me,Meek Mill Featuring Cardi B,1878
Difference (Interlude),XXXTENTACION,1879
TIC TOC,6ix9ine Featuring Lil Baby,1880
That's On Me,Yella Beezy,1881
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,1882
Intro,Meek Mill,1883
Respect The Game,Meek Mill,1884
Ring,Cardi B Featuring Kehlani,1885
Trauma,Meek Mill,1886
Time,Lil Baby Featuring Meek Mill,1887
Ready,Lil Baby Featuring Gunna,1888
Championships,Meek Mill,1889
Tic Tac Toe,Meek Mill Featuring Kodak Black,1890
Almost Slipped,Meek Mill,1891
Splash Warning,"Meek Mill Featuring Future, Roddy Ricch & Young Thug",1892
Pay You Back,Meek Mill Featuring 21 Savage,1893
Foot Fungus,Ski Mask The Slump God,1894
Crush A Lot,Lil Baby,1895
Oodles O' Noodles Babies,Meek Mill,1896
STOOPID,6ix9ine Featuring Bobby Shmurda,1897
Global,Lil Baby,1898
Word On The Street,Lil Baby,1899
In My Feelings,Drake,1900
Lose It,Kane Brown,1901
Yes Indeed,Lil Baby & Drake,1902
Nonstop,Drake,1903
Boo'd Up,Ella Mai,1904
Topanga,Trippie Redd,1905
Come Out And Play,Billie Eilish,1906
10 Freaky Girls,Metro Boomin Featuring 21 Savage,1907
1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,1908
I'm A Mess,Bebe Rexha,1909
Hangin' On,Chris Young,1910
Never Recover,Lil Baby & Gunna Featuring Drake,1911
BEBE,6ix9ine Featuring Anuel AA,1912
Rich,Maren Morris,1913
Best Part,Daniel Caesar Featuring H.E.R.,1914
Don't Come Out The House,Metro Boomin Featuring 21 Savage,1915
I Love It,Kanye West & Lil Pump,1916
Falling Down,Lil Peep & XXXTENTACION,1917
Noticed,Lil Mosey,1918
I Like Me Better,Lauv,1919
Psycho,Post Malone Featuring Ty Dolla $ign,1920
Sad!,XXXTENTACION,1921
Bohemian Rhapsody,Queen,1922
Take One,Kodak Black,1923
W O R K I N  M E,Quavo,1924
Mona Lisa,Lil Wayne Featuring Kendrick Lamar,1925
Desperate Man,Eric Church,1926
Burn The House Down,AJR,1927
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",1928
Love Scars 3,Trippie Redd,1929
Negative Energy,Trippie Redd Featuring Kodie Shane,1930
Toxic Waste,Trippie Redd,1931
Drew Barrymore,Bryce Vine,1932
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,1933
Back To You,Selena Gomez,1934
Delicate,Taylor Swift,1935
Overdue,Metro Boomin Featuring Travis Scott,1936
Last Memory,TakeOff,1937
Dreamcatcher,Metro Boomin Featuring Swae Lee & Travis Scott,1938
No More,"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",1939
Promises,Calvin Harris & Sam Smith,1940
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",1941
Hotel Key,Old Dominion,1942
Killshot,Eminem,1943
Casper,TakeOff,1944
Up To Something,Metro Boomin Featuring Travis Scott & Young Thug,1945
The Middle,"Zedd, Maren Morris & Grey",1946
Drunk Girl,Chris Janson,1947
Waste It On Me,Steve Aoki Featuring BTS,1948
A Million Dreams,P!nk,1949
Venom,Eminem,1950
New Patek,Lil Uzi Vert,1951
Break Up In The End,Cole Swindell,1952
Kamikaze,Lil Mosey,1953
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,1954
No Tears Left To Cry,Ariana Grande,1955
Jet Lag,Future & Juice WRLD Featuring Young Scooter,1956
Astronauts,Future & Juice WRLD,1957
Suncity,Khalid Featuring Empress Of,1958
Vertigo,Khalid,1959
Yacht Club,Lil Yachty Featuring Juice WRLD,1960
Make It Back,Juice WRLD,1961
Kiss And Make Up,Dua Lipa & BLACKPINK,1962
Africa,Weezer,1963
Get Dripped,Lil Yachty Featuring Playboi Carti,1964
Meant To Be,Bebe Rexha & Florida Georgia Line,1965
Flip The Switch,Quavo Featuring Drake,1966
Simple,Florida Georgia Line,1967
Pass Out,Quavo Featuring 21 Savage,1968
Medicine,Queen Naija,1969
Biggest Alley Oop,Quavo,1970
Rerun,Quavo Featuring Travis Scott,1971
Don't Cry,Lil Wayne Featuring XXXTENTACION,1972
Huncho Dreams,Quavo,1973
Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,1974
Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",1975
"Sunrise, Sunburn, Sunset",Luke Bryan,1976
"If I'm Lyin, I'm Flyin",Kodak Black,1977
Lose It,Quavo Featuring Lil Baby,1978
Off White VLONE,Lil Baby & Gunna Featuring Lil Durk & NAV,1979
Business Is Business,Lil Baby & Gunna,1980
Is That Alright?,Lady Gaga,1981
Let It Fly,Lil Wayne Featuring Travis Scott,1982
Dedicate,Lil Wayne,1983
Jumpsuit,twenty one pilots,1984
Belly,Lil Baby & Gunna,1985
My Blood,twenty one pilots,1986
The Way I Am,Charlie Puth,1987
Can't Be Broken,Lil Wayne,1988
Maybe It's Time,Bradley Cooper,1989
Nico And The Niners,twenty one pilots,1990
Deep End,Lil Baby,1991
I Am,Lil Baby & Gunna,1992
What About Me,Lil Wayne Featuring Sosamann,1993
Dark Side Of The Moon,Lil Wayne Featuring Nicki Minaj,1994
Famous,Lil Wayne Featuring Reginae Carter,1995
Dope N****z,Lil Wayne Featuring Snoop Dogg,1996
Open Letter,Lil Wayne,1997
Problems,Lil Wayne,1998
Hittas,Lil Wayne,1999
Open Safe,Lil Wayne,2000
Took His Time,Lil Wayne,2001
Mess,Lil Wayne,2002
Let It All Work Out,Lil Wayne,2003
Start This S**t Off Right,Lil Wayne Featuring Ashanti & Mack Maine,2004
Used 2,Lil Wayne,2005
Rap Devil,Machine Gun Kelly,2006
Demon,Lil Wayne,2007
Perfect Strangers,Lil Wayne,2008
Dope New Gospel,Lil Wayne Featuring Nivea,2009
Head Above Water,Avril Lavigne,2010
Perfect,Ed Sheeran,2011
Nice For What,Drake,2012
God's Plan,Drake,2013
Barbie Dreams,Nicki Minaj,2014
All Girls Are The Same,Juice WRLD,2015
Fall,Eminem,2016
Life Changes,Thomas Rhett,2017
Hooked,Dylan Scott,2018
Stargazing,Travis Scott,2019
Lean Wit Me,Juice WRLD,2020
Self Care,Mac Miller,2021
OTW,"Khalid, Ty Dolla $ign & 6LACK",2022
Remind Me To Forget,Kygo Featuring Miguel,2023
The Ringer,Eminem,2024
Apes**t,The Carters,2025
Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,2026
Solo,Clean Bandit Featuring Demi Lovato,2027
Vaina Loca,Ozuna x Manuel Turizo,2028
Pretty Little Fears,6LACK Featuring J. Cole,2029
Mercy,Brett Young,2030
Side Effects,The Chainsmokers Featuring Emily Warren,2031
Cry Pretty,Carrie Underwood,2032
Not Alike,Eminem Featuring Royce Da 5'9,2033
Kamikaze,Eminem,2034
Mine,Bazzi,2035
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",2036
Hurt Feelings,Mac Miller,2037
Greatest,Eminem,2038
Come Back To Earth,Mac Miller,2039
IDOL,BTS Featuring Nicki Minaj,2040
Feels Like Summer,Childish Gambino,2041
I'm Upset,Drake,2042
Narcos,Migos,2043
Normal,Eminem,2044
Stepping Stone,Eminem,2045
Nice Guy,Eminem & Jessie Reyez,2046
Good Guy,Eminem Featuring Jessie Reyez,2047
I Am Who They Say I Am,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,2048
1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,2049
Summertime Magic,Childish Gambino,2050
Friends,Marshmello & Anne-Marie,2051
Never Be The Same,Camila Cabello,2052
One Kiss,Calvin Harris & Dua Lipa,2053
Moonlight,XXXTENTACION,2054
Get Along,Kenny Chesney,2055
Unica,Ozuna,2056
Changes,XXXTENTACION,2057
Happy Now,Zedd & Elley Duhe,2058
Level Up,Ciara,2059
Taking A Walk,Trippie Redd,2060
Don't Go Breaking My Heart,Backstreet Boys,2061
Mob Ties,Drake,2062
Wasted,Juice WRLD Featuring Lil Uzi Vert,2063
Sin Pijama,Becky G + Natti Natasha,2064
This Is America,Childish Gambino,2065
In My Blood,Shawn Mendes,2066
Sweetener,Ariana Grande,2067
Everytime,Ariana Grande,2068
R.E.M,Ariana Grande,2069
Kiss Somebody,Morgan Evans,2070
Goodnight N Go,Ariana Grande,2071
Made For Now,Janet & Daddy Yankee,2072
The Light Is Coming,Ariana Grande Featuring Nicki Minaj,2073
Bed,Nicki Minaj Featuring Ariana Grande,2074
Growing Pains,Alessia Cara,2075
Take Back Home Girl,Chris Lane Featuring Tori Kelly,2076
Pete Davidson,Ariana Grande,2077
Chun-Li,Nicki Minaj,2078
Rich Sex,Nicki Minaj Featuring Lil Wayne,2079
Majesty,Nicki Minaj Featuring Eminem & Labrinth,2080
Ganja Burns,Nicki Minaj,2081
Be Careful,Cardi B,2082
Stop Trying To Be God,Travis Scott,2083
Can't Say,Travis Scott,2084
R.I.P Screw,Travis Scott,2085
No Bystanders,Travis Scott,2086
Carousel,Travis Scott,2087
Album Of The Year (Freestyle),J. Cole,2088
5% Tint,Travis Scott,2089
Have It All,Jason Mraz,2090
Nevermind,Dennis Lloyd,2091
Thought I Knew You,Nicki Minaj Featuring The Weeknd,2092
NC-17,Travis Scott,2093
Who? What!,Travis Scott,2094
Skeletons,Travis Scott,2095
Astrothunder,Travis Scott,2096
Butterfly Effect,Travis Scott,2097
Houstonfornication,Travis Scott,2098
Coffee Bean,Travis Scott,2099
Could've Been,H.E.R. Featuring Bryson Tiller,2100
Up Down,Morgan Wallen Featuring Florida Georgia Line,2101
I Was Jack (You Were Diane),Jake Owen,2102
Coming Home,Keith Urban Featuring Julia Michaels,2103
Handgun,YG Featuring A$AP Rocky,2104
Whatever It Takes,Imagine Dragons,2105
Look Alive,BlocBoy JB Featuring Drake,2106
Sober,Demi Lovato,2107
Sit Next To Me,Foster The People,2108
One Number Away,Luke Combs,2109
Don't Matter To Me,Drake Featuring Michael Jackson,2110
Ocean,TK Kravitz Featuring Jacqueez,2111
One Day,Logic Featuring Ryan Tedder,2112
Freaky Friday,Lil Dicky Featuring Chris Brown,2113
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,2114
Ball For Me,Post Malone Featuring Nicki Minaj,2115
Call Out My Name,The Weeknd,2116
All Mine,Kanye West,2117
Ocean,Martin Garrix Featuring Khalid,2118
Karma,Queen Naija,2119
X,Nicky Jam x J Balvin,2120
I Might Need Security,Chance The Rapper,2121
Emotionless,Drake,2122
Can't Take A Joke,Drake,2123
Elevate,Drake,2124
Fr Fr,Wiz Khalifa Featuring Lil Skies,2125
Blue Tint,Drake,2126
After Dark,Drake Featuring Static Major & Ty Dolla $ign,2127
Alone,Halsey Featuring Big Sean & Stefflon Don,2128
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,2129
Zombie,Bad Wolves,2130
8 Out Of 10,Drake,2131
31 Days,Future,2132
Talk Up,Drake Featuring JAY-Z,2133
Wifi Lit,Future,2134
Jocelyn Flores,XXXTENTACION,2135
Sandra's Rose,Drake,2136
Summer Games,Drake,2137
Jaded,Drake,2138
That's How You Feel,Drake,2139
Survival,Drake,2140
Cuddle My Wrist,Future,2141
Millidelphia,Meek Mill Featuring Swizz Beatz,2142
Racks Blue,Future,2143
Finesse,Drake,2144
Drug Addicts,Lil Pump,2145
KOD,J. Cole,2146
Peak,Drake,2147
Kream,Iggy Azalea Feauring Tyga,2148
Is There More,Drake,2149
Ratchet Happy Birthday,Drake,2150
Final Fantasy,Drake,2151
Mar-14,Drake,2152
Done For Me,Charlie Puth Featuring Kehlani,2153
Esskeetit,Lil Pump,2154
Everybody Dies In Their Nightmares,XXXTENTACION,2155
Yikes,Kanye West,2156
Downtown's Dead,Sam Hunt,2157
Japan,Famous Dex,2158
Me Niego,Reik Featuring Ozuna & Wisin,2159
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,2160
I Lived It,Blake Shelton,2161
Plug Walk,Rich The Kid,2162
Walk It Talk It,Migos Featuring Drake,2163
Rockstar,Post Malone Featuring 21 Savage,2164
F**k Love,XXXTENTACION Featuring Trippie Redd,2165
Heaven,Kane Brown,2166
Havana,Camila Cabello Featuring Young Thug,2167
New Rules,Dua Lipa,2168
Wait,Maroon 5,2169
Dura,Daddy Yankee,2170
Bigger > You,"2 Chainz, Drake & Quavo",2171
Say Amen (Saturday Night),Panic! At The Disco,2172
Hope,XXXTENTACION,2173
TATI,6ix9ine Featuring DJ SPINKING,2174
Fake Love,BTS,2175
I Know You,Lil Skies Featuring Yung Pinch,2176
Numb,XXXTENTACION,2177
Powerglide,Rae Sremmurd & Juicy J,2178
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,2179
Overdose,YoungBoy Never Broke Again,2180
"Woman, Amen",Dierks Bentley,2181
Born To Be Yours,Kygo & Imagine Dragons,2182
Boss,The Carters,2183
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,2184
DDU-DU DDU-DU,BLACKPINK,2185
IDGAF,Dua Lipa,2186
Pray For Me,The Weeknd & Kendrick Lamar,2187
Summer,The Carters,2188
Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",2189
Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,2190
Reborn,KIDS SEE GHOSTS,2191
Nice,The Carters,2192
Cop Shot The Kid,Nas Featuring Kanye West,2193
Friends,The Carters,2194
4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima,2195
Feel The Love,KIDS SEE GHOSTS,2196
Ghost Town,Kanye West Featuring PARTYNEXTDOOR,2197
You Make It Easy,Jason Aldean,2198
"Freeee (Ghost Town, Pt. 2)",KIDS SEE GHOSTS,2199
Fire,KIDS SEE GHOSTS,2200
Cudi Montage,KIDS SEE GHOSTS,2201
KIDS SEE GHOSTS,KIDS SEE GHOSTS,2202
Violent Crimes,Kanye West,2203
El Farsante,Ozuna & Romeo Santos,2204
Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR,2205
Babe,Sugarland Featuring Taylor Swift,2206
Drip,Cardi B Featuring Migos,2207
Singles You Up,Jordan Davis,2208
I Thought About Killing You,Kanye West,2209
No Mistakes,Kanye West,2210
Finesse,Bruno Mars & Cardi B,2211
Must've Never Met You,Luke Combs,2212
Humility,Gorillaz Featuring George Benson,2213
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,2214
Rich & Sad,Post Malone,2215
Shoota,Playboi Carti Featuring Lil Uzi Vert,2216
Lust,Lil Skies,2217
